Step,polynomial_neg-cft_noskewed - excess_loss,polynomial_uft_noskewed - excess_loss,polynomial_cft_noskewed - excess_loss,sumdot_neg-cft_skewed - excess_loss,sumdot_uft_skewed - excess_loss,sumdot_cft_skewed - excess_loss
0,262.9134533110120,248.9837681361610,242.38764241536500,8.651349567231680,9.697225588843940,4.986865234375
100,175.05553588867200,181.4872273763020,108.23990943545400,7.964967872982930,2.7614137422470800,3.3272982279459600
200,183.7007321312310,151.04900774274600,79.66250523158480,8.651254980904720,2.436450685773580,4.0010466893514
300,205.87061128162200,151.95421229771200,59.497248477027500,7.699994332449780,2.1925875845409600,3.917706453232540
400,198.54645385742200,192.69826020740300,133.7788135346910,7.108313660394580,2.2768576712835400,3.977024741399860
500,190.47171892438600,183.61591128394700,66.45699680873330,7.798509343465170,2.323425424666630,3.6061644145420600
600,152.1442429315480,164.0883361816410,58.90551045735680,7.844642893473310,2.0142674082801500,4.114234497433620
700,155.24810442243300,208.7705833798360,59.14133576892670,7.6688866024925600,2.0971432776678200,3.6873395919799800
800,194.23853672572500,166.16314610072500,43.49447530110680,6.893590781802220,2.0102890105474600,4.335213107154480
900,165.15823713030100,164.94732898530500,92.680419921875,6.158731360662550,1.9049663907005700,4.164411799112960
1000,164.0984174455920,144.69479660760800,49.05162607828780,5.870425160725910,2.06395632425944,4.062250001089910
1100,198.83741629464300,174.98663533528600,56.1760499500093,4.503804670061380,2.0049977620442700,3.956358746119910
1200,184.88806908017100,188.89644397553900,44.248422168550000,4.660881651015510,2.2415006319681800,3.4360479264032300
1300,146.07533394949800,162.1907706124440,32.81461544945130,4.559336898440410,2.024432645525250,3.570014935448060
1400,185.2006597609750,196.21677623930400,28.811790611630400,4.466733160473050,2.2122717811947800,3.926211774916880
1500,132.93247593471000,179.96046404157400,41.10921071370440,4.22108204251244,1.7110997972034300,3.927978751772930
1600,173.46491263253300,172.2387997581850,34.86044769287110,3.605647541227800,2.0177946590241900,3.390790975661510
1700,169.80031360444600,197.22626110258600,38.01833808535620,3.5573932466052800,2.1864485967726900,3.866113708132790
1800,191.57168491908500,146.05492117745500,30.367960611979200,3.45664130619594,1.9532454490661600,3.8103059132893900
1900,159.62755562918500,168.9233151390440,37.05694180443170,3.2448550723847900,2.067811089470270,3.6692184902372800
2000,157.6552743094310,177.5422595796130,24.287735530308300,3.1262404668898800,2.0833798499334400,3.733213588169640
2100,162.63426281157000,206.0099615187870,27.16829136439730,3.1860279628208700,2.0795420283363000,2.0349021230425200
2200,181.2112795875190,186.7773170107890,34.207626270112500,2.906969438280380,2.1902167819795200,1.183985185623170
2300,163.9945303780690,171.79112490699400,17.73324417840870,2.55502507346017,2.068475614275250,1.195011381875900
2400,189.065334937686,201.31793154761900,19.933932858421700,2.906702622913180,2.0585313887823200,1.123942418325520
2500,130.39722871326300,148.1018824986050,38.9308593023391,2.5838366644723100,1.9910578228178500,1.1193879377274300
2600,162.0775649297810,163.40508626302100,9.906965927850630,2.6340026083446700,2.332671424320770,1.1239745367141000
2700,149.19354277111200,151.38682541620200,26.889927528018000,2.71120422908238,2.104460498264860,1.1451117878868500
2800,180.7105768112910,137.12506626674100,13.799510556175600,2.594100398109070,2.155373078300840,1.085882500239780
2900,193.52081269763800,152.11384422665600,12.86228517804830,2.615638337816510,2.104763621375670,1.0677347728184300
3000,176.71602492559500,162.94351690383200,10.756488927205400,2.544898005894250,2.2157109623863600,1.0165809790293400
3100,169.73671584356400,161.55624680292000,18.062811242966400,2.6572444052923300,2.058064415341330,1.0518761089869900
3200,171.62931227911100,154.83257998511900,15.13948004586360,2.6325912611825100,2.0252194994971900,1.1157984983353400
3300,172.9430940173920,170.5580290294830,13.209901101248600,2.295165338970370,2.1612979434785400,1.0313100065503800
3400,185.9072062174480,240.04261648995500,27.02240498860680,2.5469761121840700,2.00160159156436,1.0412348679133800
3500,190.91759440104200,173.83834838867200,13.865020897274900,2.4147073745727500,1.9276792117527600,1.0029294536227300
3600,167.5759053548180,202.3782278878350,7.611358751569480,2.318304357074560,1.9203087397984100,1.0364221368517200
3700,187.26775977725100,160.92242606026800,4.239146169026690,2.3945947465442500,1.9459958167303200,1.0495703810737200
3800,174.94073341006300,175.66260434105300,6.293590981619700,2.38801783152989,2.0216172127496600,0.9507796174003960
3900,162.72220575241800,207.82308756510400,3.589017105102540,2.272577081407820,1.9852387155805300,1.109502363204960
4000,145.8280569893970,166.94906761532700,4.247398639860610,2.282310349600660,2.055839588528590,1.070263467516220
4100,177.53857741583000,182.45126313709100,8.99253659929548,2.421143154870900,2.133051263718380,1.0221562658037500
4200,184.95780378069200,155.14300188337100,1.8732628413609100,2.3972429775056400,2.025398431505480,1.0968686648777600
4300,192.69901093982500,152.75511271158900,2.674017465682260,2.573213577270510,1.9250583512442500,1.0394041197640600
4400,187.8701212565100,185.950534202939,10.830256580171100,2.5278119541349900,2.093470982142860,1.0322015013013600
4500,130.36773565383200,165.92317388625400,3.189158993675600,2.379748975662960,2.114624245961510,1.0528075422559500
4600,139.0471676781060,187.85953950427800,3.7621931257702100,2.359557215372720,2.053035141172860,1.016382124310450
4700,170.66037888299900,191.7655049641930,9.324292555309480,2.1328632082258000,1.8056094124203600,1.03468504406157
4800,159.68395589192700,158.58599185035300,7.178019314720520,2.616316082364040,2.024817321414040,1.0293971470424100
4900,155.8390380859380,163.22722226097500,4.47239567892892,2.3028618358430400,1.8292919295174700,0.9541055929093130
5000,170.15486188616100,246.44474341982900,4.225078873407270,2.2890205792018300,1.9285409155346100,1.0261442525046200
5100,145.17227434430800,174.53602905273400,12.498844292050300,2.257218719664070,1.8392173494611500,1.0578624180385000
5200,167.01606154668900,181.51675618489600,3.2491900307791600,2.4402587164016,1.9367099716549800,1.026841640472410
5300,232.3195818219870,191.54742315383200,1.3429148855663500,2.3830334300086600,2.079637173243930,1.0227862517039000
5400,192.71311994280100,187.13480864025300,2.6243049031212200,2.2773473603384800,2.0053306761242100,0.9858612764449350
5500,192.15909133184500,149.94854125976600,1.9960273288545200,2.4243246441795700,2.1851569720677000,0.9280957494463240
5600,147.2995640345980,166.38470749628000,2.6160596938360300,2.3809173402332100,2.0138661611647800,1.0486468610309400
5700,189.81683000837100,170.30286342075900,6.250496110462010,2.3535275232224200,2.134011836279010,1.0622993174053400
5800,183.8192644391740,172.21688552129800,0.6173516897928150,2.4015408833821600,2.049373086293540,1.010590108235680
5900,185.5045633951820,179.63179815383200,5.163525308881490,2.4009366852896600,2.057712695712140,1.1022048791249600
6000,184.66301618303600,167.19296032133600,1.804189127967470,2.3448697090148900,2.1486689930870400,1.0714686053139800
6100,156.16043497721400,156.64708833240300,0.27008771896362300,2.214171700250540,2.145034681047710,1.073983335495000
6200,165.39069010416700,145.0883829752600,0.25443763846442800,2.1556302116030700,1.995817674909320,1.051839894340150
6300,137.77242402576300,161.41500186011900,0.9832514013562880,2.520494361150830,2.1800035067967000,1.01376861844744
6400,194.08756801060300,170.39063953218000,0.6519401686532160,2.218574246906100,2.1226828893025700,0.9868506159101210
6500,175.85777093796500,127.31230236235100,2.8817059516906700,2.3365343820481100,1.985792641412640,1.0552049704960400
6600,171.98560035342300,142.1085472470240,2.7375033242361900,2.408823658171150,2.1260816664922800,1.0644965875716400
6700,157.91469406854500,160.68998500279000,2.1057081812904000,2.3512406939551900,2.0493360337756900,1.02044449533735
6800,143.33973650251100,169.36952427455400,0.7734342109589350,2.111305718194870,2.0119574910118500,0.9876639093671530
6900,170.1042768205920,154.61800159272700,1.392299933660600,2.0700604938325400,1.9048071952093200,1.0488208589099700
7000,159.7928478422620,153.0802990141370,0.8923256397247310,2.369197572980610,2.053091557820640,1.0154284409114300
7100,153.02996419270800,145.94778093610500,0.43634250618162600,2.583124287923180,2.131801904950820,1.0937205973125600
7200,171.99993576776400,145.43992832728800,0.9609668254852300,2.122882674989250,2.0565320423671200,1.144513175601050
7300,166.6367867606030,173.11611996605300,1.2125551904950800,2.142896806626090,1.9292549678257500,0.966605418069022
7400,190.7920671735490,135.24146670386900,1.167153753553120,2.211065805526010,2.099772330692840,1.03486453465053
7500,156.68399338495200,152.01696399507100,0.23614854358491400,2.1441692533947200,2.0467222486223500,0.9472986357552660
7600,176.66303274972100,151.86722266787600,0.8393724714006700,2.3356631823948500,1.852087234315420,1.074336172285530
7700,187.8584431966150,156.85572044735900,10.245333244687000,2.307356734502880,1.994859709058490,1.1142086846487900
7800,161.26763189406600,158.1527119954430,2.4807712691170800,2.2440954253787100,2.1792026883079900,1.0835686729067800
7900,171.00159272693500,200.2221005394350,0.0919884497211093,2.518751961844310,2.0460465522039500,0.9590467975253150
8000,153.95645141601600,181.60791655040900,0.928303169068836,2.248225384666810,2.132299414135160,0.9581933793567480
8100,168.21722150530100,222.42500000000000,1.5557950996217300,2.3368710199991900,1.910159142812090,1.0562420686086000
8200,183.75907476516000,185.44337274460600,1.4598104590461400,2.184779930114750,2.048995858147030,1.0175593330746600
8300,217.4662812732520,168.9433585030690,0.6816873357409520,2.238852587200350,2.0170895440237900,0.976283479872204
8400,161.9806131998700,153.56449759347100,0.19474610203788400,2.259208756401430,1.9798337028140100,1.0690879344940200
8500,140.65304391043500,161.3084216889880,1.9871267182486400,2.131358764285130,2.089185365041100,0.9684031168619790
8600,122.557568359375,153.042631312779,0.976997811453683,2.2550631568545400,2.220488502865750,0.9915585199991860
8700,180.65404546828500,198.38362833658900,1.1779328709556900,2.16004448845273,2.0955030986240900,1.0083544821966300
8800,146.39357299804700,197.36960332961300,0.10233901937802600,2.401652785709930,2.0788888613383000,1.1012946719215000
8900,163.5731669108070,181.77019391741100,1.52814591498602,2.2492872465224500,1.8696687471298900,1.0767970925285700
9000,193.61990937732500,176.5640909830730,0.5154794227509270,2.1451182819548100,2.1616183825901600,0.9762119815463110
9100,197.90854579380600,181.255274890718,4.182002993992400,2.3717551276797300,2.033349827357700,1.056634471530010
9200,177.66870436895500,178.49984857468400,2.3496556282043500,2.351514957064670,2.1289957818530900,0.9915080615452360
9300,142.25989728655100,172.42085832868300,0.07722783329940980,2.3024002620152100,2.1652625628880100,0.956867029553368
9400,191.5352803548180,147.91558169410300,0.39520522753397600,2.287805666242330,2.090321145738870,0.998238586244129
9500,200.19841076078900,179.45367199125700,0.2021370320093060,2.218692852201920,1.9984526861281600,1.0199435415722100
9600,170.09430280412900,175.85880766369000,0.12480692608015900,2.2530900637308800,1.9695524669828900,1.009470340183800
9700,170.84491606212800,163.4413597470240,0.07760151794978550,2.192112977164130,1.9796586808704200,1.1223095939272900
9800,135.20919712611600,166.88077479771200,0.6441876740682690,2.2217626253763800,2.151450911022370,0.9202764579227990
9900,172.70240681966100,190.55524088541700,0.3914094391323270,2.1098128182547400,2.170311201186410,0.965766057514009
10000,145.29310651506700,156.0397219703310,0.21349846976144000,2.2310389745803100,1.9113038608006100,1.0288762705666700
10100,163.46158185686400,151.824562000093,0.21319869813464900,2.0732825733366500,2.236157063075470,1.051998251960390
10200,163.64620245070700,143.7297598702570,0.28269267366046000,2.003499648684550,1.9225788116455100,1.0630341302780900
10300,173.46554420107900,211.09475562686000,0.19066368029231100,2.2837002845037600,1.9991632007417200,1.0064297993977900
10400,171.2906962076820,136.17125476655500,0.08140208337988170,2.141151055835540,1.8926280884515700,1.0588832242148300
10500,141.6981706891740,160.60572422572500,0.21062580574126500,2.201543308439710,2.017189529963900,1.0119905630747500
10600,159.6371364048550,171.13343563988100,0.09752198840890610,2.2432156608218200,2.213557633899510,1.0017075584048300
10700,175.8589625767300,139.72451898484000,0.1935218328521370,2.243700136457170,2.042688551403230,0.9817693937392460
10800,188.0795875186010,149.7475118001300,0.122170809337071,2.3054674284798800,2.031702386765250,0.9735804149082730
10900,190.4866739908850,201.9670648484000,0.34545714855194100,2.2994137173607200,2.103990918114070,1.0282503809247700
11000,175.70113002232100,214.1739025297620,0.15936670785858500,2.274306447165350,2.036331158592590,1.0035598119099900
11100,204.5496797107520,156.26784929548000,0.3356958815029690,2.250355438959030,1.8692317508515900,1.1017398607163200
11200,192.2375249953500,172.07093360537600,0.24013857841491700,2.206597904931930,2.1587906610398100,1.0283726169949500
11300,182.45220453171500,194.6589587983630,0.166560412304742,2.4332522528512100,2.0137656166440000,0.9981979960487000
11400,158.7665489560080,195.28685709635400,0.36987724815096200,2.591119253067740,2.193390078771680,1.1341427530561200
11500,138.19054623558400,225.93330368768600,3.1054087593441900,2.17656060173398,2.147138295854840,1.0585548718770300
11600,172.4859337216330,171.03578084309900,0.0616792224702381,2.110163234529040,2.1576982634408100,1.0362145310356500
11700,155.97972295851900,135.21227155412900,0.5982386418751310,2.3520554769606800,1.9481659026373,1.1106918607439300
11800,165.90587129138800,147.16722063337100,0.16317142191387400,2.154188328697570,2.191021696726480,1.0861356303805400
11900,211.9427257719490,150.78216407412600,0.41235249042511000,2.261721810840430,2.014329596928190,1.0034022921607600
12000,157.16899036225800,192.49254760742200,1.582250504266650,2.257249069213870,1.8859219551086400,1.0804723671504400
12100,150.52068277994800,181.58849283854200,0.05118605764139270,2.282898721240820,2.040554587046310,1.0205882367633600
12200,205.33506498790900,153.76719534737700,0.08057132845833190,2.2074432236807700,2.041344792502270,0.9742238998413090
12300,173.83006649925600,181.67034650530100,6.505747368222190,2.0830759820484000,1.7775975227356000,1.0194289025806200
12400,139.64675263904400,157.23790283203100,0.1641433522814800,2.258100718543640,1.9485902377537300,1.0241274038950600
12500,158.52335931687100,164.775196765718,0.1572621620836710,2.170968464442660,2.0157511847359800,0.9470326582590740
12600,152.82420392717600,162.96725434802800,0.13525087180591800,2.2313428424653600,2.362011991228380,1.0777234054747100
12700,205.07738502139100,175.16305745442700,0.07225232252052850,2.260299292064850,2.1103088378906200,0.9928398109617690
12800,166.6369893391930,164.4723179408480,0.512382698059082,2.000158405303960,2.1978101276216100,0.9861872082664850
